sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
501,1f5badb9,2025-07-12T14:34:02.422440,wifi,-6.180889707589114,106.77321442968947,-6.1805993333633085,106.77324308028108,90.47166632087418,-70,6,high,clear,14,5,32.44311495084233
502,f46e2ff3,2025-07-11T03:33:02.422445,wifi,-5.961920366318376,106.9788017753103,-5.96158787470571,106.97852540799661,72.66687312952769,-70,6,low,rainy,3,4,47.96944501837477
503,bc43de76,2025-06-29T03:10:02.422450,triangulation,-6.026293157638976,106.60585349438061,-6.0257906311090155,106.60819925938594,810.7600995373467,-37,5,high,cloudy,3,6,265.3461990953876
504,98ba1f55,2025-07-01T15:26:02.422456,triangulation,-6.045610720825828,106.8554579584803,-6.052765956220131,106.85320167325357,795.5266773239067,-81,7,high,clear,15,1,833.8261392047671
505,f2589de2,2025-07-08T03:43:02.422462,cell_id,-6.396895136085724,106.64347386211685,-6.413965392072545,106.64080835677112,2323.14236103832,-73,6,high,clear,3,1,1920.8424819257245
506,f4590ffb,2025-07-11T15:47:02.422467,triangulation,-6.296466147894401,106.97144191751622,-6.293389900854601,106.96656242809506,565.5288671433473,-69,3,low,clear,15,4,638.6352472471941
507,3cd079eb,2025-06-18T00:54:02.422472,wifi,-6.269670790806478,106.69031124701311,-6.269499195095152,106.69064862727251,45.731568858262605,-37,2,high,rainy,0,2,41.8886260958024
508,8b4115ab,2025-07-08T13:09:02.422477,wifi,-5.968038580544431,106.62317396798557,-5.967797901029008,106.62338154532762,47.28152698572283,-33,6,medium,cloudy,13,1,35.25934721395585
509,2badbe50,2025-06-14T20:52:02.422482,triangulation,-6.015509938864942,106.98933965995627,-6.011330571695035,106.9984558434105,1800.887144323323,-39,8,low,cloudy,20,5,1110.0564491968616
510,a9f8d056,2025-06-14T00:19:02.422486,triangulation,-5.999439361209635,106.87298997690931,-6.001662713625075,106.86936982992985,437.937558026051,-88,5,low,clear,0,5,470.5206585959983
511,84e732db,2025-07-11T01:24:02.422491,gps,-6.044717346764488,106.90896401761795,-6.0447577254996485,106.90893115371031,8.189923764725874,-34,8,medium,rainy,1,4,5.776254838322772
512,e326e246,2025-06-21T21:42:02.422496,gps,-5.996615035285959,106.97681769389035,-5.996633792761876,106.9767544514336,10.765766348767727,-79,5,high,clear,21,5,7.298148959984581
513,7a86aec5,2025-07-05T11:23:02.422501,wifi,-5.961220849919209,106.95765306921565,-5.960975983813516,106.95790579421399,53.721142031667014,-69,8,medium,clear,11,5,39.019829693565065
514,890adf08,2025-07-07T20:48:02.422506,cell_id,-6.252280349362803,106.89494335950867,-6.251143773613116,106.90084842542555,823.4217366369686,-85,6,medium,clear,20,0,664.8313473985345
515,e4924f2d,2025-06-19T18:54:02.422516,cell_id,-6.313764888329981,106.73170147683324,-6.297399776721894,106.75036271131187,3316.7182459339238,-52,8,low,rainy,18,3,2750.490854100807
516,5eb5b442,2025-06-26T06:22:02.422526,wifi,-6.100668438671786,106.75646360020713,-6.100044164189542,106.75661193253349,87.82877400130761,-30,8,high,cloudy,6,3,71.32724451774841
517,1e4ee8a9,2025-06-28T08:03:02.422532,cell_id,-6.167406952176454,106.77987545836538,-6.166412660652913,106.76390135808161,2217.7317603160227,-82,4,high,clear,8,5,1769.417614250434
518,486a8615,2025-07-08T00:13:02.422537,wifi,-6.1714495497843735,106.73457153254037,-6.171854839529748,106.73512967984334,92.85227289024189,-30,4,high,cloudy,0,1,76.40860248022952
519,0c03d7af,2025-06-24T21:48:02.422546,gps,-6.180785929963556,106.64890093235812,-6.180745585745744,106.64893254583416,6.523827521726769,-40,3,medium,clear,21,1,5.686707617385437
520,28ac22a9,2025-06-24T05:46:02.422552,cell_id,-6.059587133566422,106.77895575573584,-6.04656542803281,106.765155376898,2675.0599374199787,-32,8,medium,clear,5,1,2103.605623742356
521,d3c13bb8,2025-07-02T14:54:02.422557,cell_id,-6.39388940589299,106.8378422377024,-6.393102946597905,106.84025644414211,4435.86050853376,-48,1,low,rainy,14,2,280.74545193320114
522,52a96e30,2025-07-09T11:21:02.422565,wifi,-6.2172197009233,106.96612679343747,-6.217158028558027,106.96676362252195,91.94443949025329,-31,5,high,cloudy,11,2,70.72891628440895
523,64b1ac97,2025-06-18T05:35:02.422572,cell_id,-6.060571680659397,106.82039587105353,-6.104403391873618,106.78061411923079,4914.393266866806,-64,8,high,cloudy,5,2,6565.246431141763
524,3f2dc94e,2025-06-27T04:38:02.422577,wifi,-6.266110245967065,106.74446298708374,-6.265887853228006,106.74447533532235,43.298556200835144,-62,2,medium,cloudy,4,4,24.766580823837884
525,5bffb0a6,2025-07-03T23:21:02.422586,gps,-5.9575054532418354,106.9956474240149,-5.957530164780173,106.9956902847424,6.138973735987591,-32,6,high,cloudy,23,3,5.47900226187982
526,e6ebb15d,2025-07-08T13:36:02.422591,triangulation,-5.920286392285241,106.67722411639326,-5.917851994247702,106.68533548116669,1227.1902707250276,-37,7,high,rainy,13,1,937.0826362881332
527,fdf424f1,2025-06-25T02:38:02.422596,triangulation,-5.985804952737626,106.98021282736106,-5.9856561954189935,106.98022514182182,55.53940490676072,-57,5,high,clear,2,2,16.59702519556813
528,1fdc9be1,2025-06-13T10:32:02.422601,gps,-5.9279166382753115,106.71613246653601,-5.927885828205429,106.71615389031126,10.947513640804845,-47,5,high,rainy,10,4,4.165497657508637
529,3bc387d3,2025-06-15T18:45:02.422606,cell_id,-6.366991562331384,106.97900827867358,-6.400127533746275,106.95146637843715,4313.863212981215,-86,6,high,clear,18,6,4779.01733868451
530,c6d5e02a,2025-06-21T02:48:02.422611,cell_id,-6.216480232830643,106.92154152825127,-6.195948255805265,106.93544350400096,2346.864206734022,-72,5,high,clear,2,5,2752.087439929537
531,143b25c4,2025-07-14T00:50:02.422616,triangulation,-5.998875749538381,106.98493346151118,-5.99532263855231,106.99464985121415,1474.9026431440284,-77,7,medium,clear,0,0,1144.8342416144553
532,11101a50,2025-06-15T16:19:02.422621,triangulation,-6.149736527554379,106.96544849379387,-6.157625588829778,106.95754181205285,1015.1412038191937,-84,7,low,cloudy,16,6,1238.386753861872
533,9a0a35d9,2025-07-12T17:28:02.422626,gps,-6.085303736932878,106.63418386485782,-6.085310623925667,106.63422067359751,6.287212803162376,-71,7,high,cloudy,17,5,4.141302607463657
534,c1cc5726,2025-06-21T12:39:02.422631,wifi,-6.215337808979703,106.73128268062618,-6.215591727842074,106.73174224719253,51.7863192046867,-31,6,medium,clear,12,5,58.120018956974064
535,951064af,2025-06-19T03:49:02.422640,triangulation,-6.331135022470175,106.82636932718614,-6.3459600459753975,106.83723520843093,1738.323074316219,-80,3,high,rainy,3,3,2039.4786304419613
536,27f51909,2025-07-08T05:09:02.422645,cell_id,-5.999770245330034,106.97097062732067,-6.000497431989366,106.97428841302055,408.86118364384834,-56,2,medium,rainy,5,1,375.7043527381858
537,ee6ec98e,2025-06-27T23:47:02.422650,cell_id,-6.355559711665314,106.79815463255463,-6.361293658981097,106.78323917532983,4572.747775545917,-69,3,high,rainy,23,4,1767.3362088434747
538,f2d18be4,2025-07-13T17:15:02.422655,gps,-6.371856602527052,106.86873583017395,-6.371958668968714,106.8688021773645,11.595343672297409,-57,8,low,clear,17,6,13.511574457360988
539,75001ffa,2025-06-24T14:24:02.422660,cell_id,-5.930164182538961,106.87419813493078,-5.916082942776819,106.88035048929395,2828.150168841095,-38,2,low,clear,14,1,1707.2303463101036
540,3a4c883c,2025-06-21T11:03:02.422664,triangulation,-6.3485585821016866,106.70995182274628,-6.3496881743079205,106.70775652345237,1351.3471539916857,-77,6,low,cloudy,11,5,273.19532393585337
541,229d8fe3,2025-07-10T06:47:02.422678,triangulation,-6.361257129390292,106.97867562601999,-6.37639035157929,106.98066985656583,1699.803075598215,-58,8,low,cloudy,6,3,1697.1071997266465
542,c0035803,2025-06-24T16:48:02.422683,cell_id,-6.161541633327868,106.61578515030642,-6.141133179926037,106.57573930350885,4836.677167136361,-70,1,low,cloudy,16,1,4974.977285019043
543,12f0d758,2025-06-26T09:54:02.422688,triangulation,-6.000329879637878,106.80493226385848,-5.991456452477839,106.79749970816304,1067.3766433051019,-42,2,medium,rainy,9,3,1284.1826055605413
544,76cd692f,2025-06-21T03:07:02.422693,wifi,-6.113486937585096,106.87457788270981,-6.113461745470541,106.87458817166436,16.89433034840443,-49,2,medium,cloudy,3,5,3.023407331248311
545,9b5ee119,2025-06-29T09:08:02.422704,triangulation,-6.147759569938172,106.98290247831142,-6.149230338595339,106.98277014162412,234.1774907533568,-52,3,medium,clear,9,6,164.19513437992882
546,70923e6e,2025-07-09T23:34:02.422709,cell_id,-5.938680946460149,106.87905672506152,-5.90791746354162,106.83985660924488,4767.810708925624,-48,8,low,cloudy,23,2,5522.567632426648
547,41128bdf,2025-07-14T07:27:02.422714,cell_id,-6.384619658955905,106.84165656492331,-6.389399053791679,106.83577396224857,660.6366810326051,-77,7,low,cloudy,7,0,839.6460430930508
548,231084e9,2025-06-30T20:19:02.422724,gps,-5.977704299264805,106.99863330829224,-5.977650148556619,106.99862827527957,8.990476954347816,-89,7,medium,rainy,20,0,6.046955231058378
549,597de779,2025-07-04T06:35:02.422729,triangulation,-6.192543665900282,106.85462460175384,-6.196138164085474,106.85372349404565,1315.6835486550683,-38,8,medium,cloudy,6,4,411.91617685977366
550,cf321df8,2025-06-23T03:10:02.422733,cell_id,-5.904952475386856,106.88107256037982,-5.878259378377659,106.89416954153661,4462.484710938088,-86,7,medium,clear,3,0,3302.7795151743317
551,fc7236bb,2025-06-25T18:57:02.422738,wifi,-6.162153402784446,106.95720840311557,-6.162327919213953,106.9570964083276,19.399956196352633,-83,3,high,cloudy,18,2,23.018770202789536
552,0a1abe2b,2025-07-09T16:53:02.422743,triangulation,-5.917483668482111,106.81174177636291,-5.91614481371035,106.81443712964615,407.31436515726426,-76,8,medium,cloudy,16,2,333.21877305074565
553,3490504d,2025-07-04T06:15:02.422748,cell_id,-6.23962346769534,106.70938086751259,-6.252170822808178,106.68586792124401,3239.445960408743,-45,2,medium,cloudy,6,4,2949.812679695277
554,55fff42c,2025-07-04T09:03:02.422753,gps,-5.943360018111853,106.73318683569349,-5.94339436850115,106.7332080450177,6.1382681408222375,-85,8,medium,rainy,9,4,4.482357948853126
555,e4406dde,2025-06-15T23:28:02.422762,wifi,-6.167080474993767,106.68787800920836,-6.166814513154713,106.68785383039311,40.51527410207433,-87,3,low,cloudy,23,6,29.69416083560935
556,f408031d,2025-06-27T10:02:02.422768,triangulation,-6.351998644735252,106.62433590560248,-6.351984021847904,106.63186176352185,866.0130607019322,-78,5,medium,clear,10,4,831.7014408628941
557,0d1f824b,2025-07-09T00:11:02.422773,wifi,-6.246379095192424,106.82157081821879,-6.246346909490572,106.82148063760717,10.068326727766358,-85,5,low,cloudy,0,2,10.591097552697292
558,7f65f5e9,2025-06-16T13:17:02.422777,wifi,-6.233756841151825,106.61539617584278,-6.233084635419209,106.61532477501002,94.9187457219643,-33,5,high,clear,13,0,75.16139800939993
559,80f9e5a8,2025-06-28T20:04:02.422787,wifi,-5.979043661179505,106.85012373288679,-5.979072082958854,106.85000319718134,83.24202110615312,-39,5,medium,cloudy,20,5,13.699562824259884
560,4a5980fa,2025-06-27T09:29:02.422792,wifi,-6.29002007808511,106.87580549569134,-6.290482034165737,106.8754252595453,71.75904693422612,-51,3,medium,cloudy,9,4,66.36831422085908
561,a8df6568,2025-07-13T13:11:02.422797,triangulation,-6.12418206971767,106.91666269530792,-6.1272434818232995,106.91836790969161,741.7274513510848,-71,4,medium,clear,13,6,389.13282674563885
562,680c0cb3,2025-07-09T02:42:02.422802,triangulation,-5.9087673094586854,106.82979504595224,-5.90597017192503,106.82558911024468,678.9228054000793,-30,7,medium,rainy,2,2,559.5932733472141
563,c26d324f,2025-06-28T23:51:02.422807,cell_id,-6.038874701376382,106.82706636933884,-6.039476287268979,106.82815127608933,1173.522900447627,-69,6,low,cloudy,23,5,137.35611822017324
564,b43bac9c,2025-06-23T10:13:02.422811,gps,-6.269427681380236,106.78099861961361,-6.269457630656707,106.78103595359266,4.203788896467588,-69,8,high,clear,10,0,5.302684250925447
565,cf205a34,2025-06-19T00:20:02.422821,triangulation,-5.936810139467162,106.72281121469177,-5.939692957446161,106.71947135074835,983.3085650747361,-74,4,low,clear,0,3,489.07997347635154
566,3ca5a04e,2025-06-27T07:45:02.422826,triangulation,-6.1202318673978615,106.66504193502942,-6.111120371551058,106.67573272153585,1582.422642030039,-39,8,low,rainy,7,4,1556.7887557957392
567,8cd0b5f3,2025-06-29T02:53:02.422831,gps,-6.163825843504816,106.74153212024183,-6.163779571461709,106.74161875468124,10.588294781637968,-89,2,high,cloudy,2,6,10.872168856464365
568,1b13105b,2025-06-23T07:34:02.422836,wifi,-6.396490233712497,106.88641710488494,-6.397060564102039,106.88647905687655,98.1183693078893,-44,1,high,clear,7,0,63.786275614950796
569,e793401e,2025-06-24T05:27:02.422840,triangulation,-6.173655910157652,106.73474008307358,-6.172134355653929,106.72650729828676,1662.1269331863978,-43,5,medium,cloudy,5,1,925.7281975703295
570,cf41c263,2025-06-27T10:11:02.422845,gps,-6.176792652425614,106.9497423092785,-6.1768939476815845,106.9498159899839,11.79485180607388,-61,1,low,rainy,10,4,13.900132704106623
571,2912ff7e,2025-06-14T01:57:02.422850,triangulation,-6.263555658504746,106.89497056051987,-6.269496425889539,106.88333631265874,1484.3067901608501,-72,2,medium,rainy,1,5,1445.68690431091
572,4b8d0a8a,2025-06-16T03:44:02.422855,triangulation,-6.274979028449322,106.64869587443154,-6.2728980004038,106.6489987381408,457.0931913213769,-70,6,medium,rainy,3,0,233.80855191988198
573,eba7a49b,2025-07-07T22:28:02.422860,wifi,-6.186289442715721,106.68586320051111,-6.186391655917762,106.68598528346389,16.216598155242004,-75,7,low,rainy,22,0,17.644188378298736
574,e0da30de,2025-06-15T09:32:02.422864,wifi,-6.2278324692455005,106.66080146248004,-6.227607762999557,106.66042620389301,52.28190971526749,-56,3,low,clear,9,6,48.42468825276214
575,34ec1231,2025-06-25T17:35:02.422874,wifi,-6.356491135412805,106.90695677918646,-6.3560238641073665,106.90665611526813,59.980106096467516,-49,2,low,rainy,17,2,61.673929939891906
576,5cc2e702,2025-07-06T17:23:02.422879,gps,-6.028097588571516,106.84517088431645,-6.028101748706318,106.84519495361546,4.352255185290538,-89,7,medium,clear,17,6,2.701484760473179
577,674196f2,2025-06-30T09:51:02.422889,triangulation,-6.3827792176723985,106.66576548906826,-6.385476730002649,106.66601410618003,1108.1710979425181,-48,4,medium,cloudy,9,0,301.205260094733
578,e4ce15f7,2025-07-06T06:35:02.422894,wifi,-6.012683376302202,106.66321646135806,-6.013005082447184,106.66352020116389,37.141262935516856,-82,3,high,cloudy,6,6,49.06965225737877
579,4cdfce5f,2025-06-18T05:30:02.422904,triangulation,-6.106861822140254,106.82111012346597,-6.103667538409298,106.82414586437729,557.7947875363138,-47,8,low,rainy,5,2,488.68782488765817
580,5d43ed73,2025-06-26T00:02:02.422909,cell_id,-6.108529410952111,106.63415162475056,-6.10180516037532,106.63636813948084,3335.9951079114744,-71,5,medium,rainy,0,3,786.8399449370262
581,89543e61,2025-06-19T03:01:02.422914,wifi,-6.303521103477378,106.72070700411226,-6.303735137623922,106.72046016274291,64.79219811294348,-49,6,medium,rainy,3,3,36.20359478507914
582,6115a60b,2025-06-24T07:44:02.422918,triangulation,-6.253050401759619,106.6622299167681,-6.262871416882171,106.65975502175058,1157.1719366778125,-40,6,medium,rainy,7,1,1125.7884444348801
583,d5b4c291,2025-07-08T22:08:02.422924,triangulation,-5.952267541125741,106.69467344166027,-5.958560360516521,106.68903628158462,714.994678392896,-80,4,low,cloudy,22,1,937.1764366138852
584,004d9590,2025-06-30T23:09:02.422929,wifi,-6.248325189261532,106.84825148168743,-6.248379377319461,106.84859120255643,46.53454489764608,-30,1,medium,clear,23,0,38.031183074135896
585,5a37800a,2025-06-14T19:14:02.422939,gps,-5.966819264191218,106.9676317933116,-5.966739909339352,106.96769368025849,9.966952870431696,-81,2,low,rainy,19,5,11.16709333024953
586,030deea9,2025-06-14T04:18:02.422945,cell_id,-6.276676305249508,106.91037619447184,-6.234147515426773,106.93734339000208,4808.38556206011,-78,4,low,cloudy,4,5,5590.013010154278
587,a395d85a,2025-06-22T13:06:02.422950,cell_id,-5.940582198177176,106.95047504027978,-5.941167914320496,106.94605029136177,2067.944916175486,-33,1,medium,cloudy,13,6,493.68204497715595
588,d0fc9b2b,2025-06-14T23:28:02.422954,triangulation,-6.387801433392411,106.62941594057092,-6.381168534891912,106.63375035580316,952.8899563786568,-75,6,high,clear,23,5,879.4259558917829
589,b40b7b8d,2025-07-12T13:56:02.422959,wifi,-6.374526139832982,106.65748025393846,-6.3751618912707455,106.65750880736262,82.48036636093306,-84,1,low,rainy,13,5,70.76271954981084
590,6025db37,2025-06-21T23:55:02.422963,triangulation,-6.2450994042364565,106.82538017358496,-6.253506804143334,106.80864828193145,1858.2862022719441,-47,8,high,cloudy,23,5,2072.296588566067
591,bfe910db,2025-06-22T19:27:02.422968,wifi,-6.320613351964159,106.69295756874648,-6.320608326940239,106.69235525345404,84.28599397411013,-71,1,medium,rainy,19,6,66.56964028989988
592,04669cef,2025-07-11T02:52:02.422974,cell_id,-6.18653996950554,106.89031153116309,-6.167339736600123,106.86493674296507,3553.962288068125,-69,5,medium,clear,2,4,3525.2022811666898
593,72fc7694,2025-07-09T01:17:02.422980,gps,-6.371039431745393,106.70191298489215,-6.371086215209622,106.70186825712459,5.354836650374534,-55,5,high,cloudy,1,2,7.175848351465417
594,25f51f12,2025-07-11T14:28:02.422986,triangulation,-6.1322960068062535,106.75175273341395,-6.1289887826709135,106.7550704600572,1047.495599221777,-83,6,low,rainy,14,4,519.4064795417025
595,5d5b548a,2025-07-02T00:43:02.422993,gps,-5.990300379982287,106.69738666813997,-5.990232801322989,106.69740070907011,7.604958720274725,-77,4,high,cloudy,0,2,7.673155586201104
596,de55b69a,2025-07-11T19:14:02.422998,triangulation,-6.389183544978939,106.84390432701801,-6.382594882359474,106.84426672056668,815.1810904011296,-31,4,high,cloudy,19,4,733.7195321886754
597,fcc085b2,2025-06-28T21:20:02.423003,cell_id,-6.242509642180751,106.63448015933434,-6.278416789097251,106.61745496598822,4501.337028584804,-78,6,high,clear,21,5,4413.939366570974
598,c4668c62,2025-06-14T10:09:02.423007,triangulation,-5.914039972106444,106.72156908853333,-5.91279368353998,106.72159787722019,386.2571275645026,-74,6,high,clear,10,5,138.61754107025007
599,43caf517,2025-06-26T03:07:02.423012,triangulation,-6.036559254120653,106.85301162791654,-6.036539116283249,106.85351715285067,88.60173394341172,-42,2,low,cloudy,3,3,55.94494531412981
600,78b9bdb6,2025-06-13T10:01:02.423017,gps,-5.902919473479681,106.76805992013739,-5.902818434307066,106.76815379908962,13.002495690862077,-31,2,medium,rainy,10,4,15.298481623096603
601,3d05ea6c,2025-07-14T02:17:02.423022,gps,-6.293847565613232,106.7947565747629,-6.293878621369165,106.79482436159189,14.54571612045133,-62,5,medium,clear,2,0,8.249651638367107
602,74ab6f1a,2025-06-30T16:37:02.423026,wifi,-6.182831870628252,106.83207521083045,-6.18289188317767,106.83185813778671,41.94925307173469,-44,4,high,rainy,16,0,24.907570625281366
603,d3a8af26,2025-07-11T05:24:02.423031,triangulation,-6.235049968621034,106.7639043292697,-6.244959034108874,106.76679441696245,1149.0895666511421,-32,7,high,cloudy,5,4,1147.2143151604084
604,75ec30b1,2025-07-05T04:40:02.423036,cell_id,-6.107248007460568,106.96413671113227,-6.100368730383239,106.93154473522067,4158.78097759926,-75,6,high,clear,4,5,3683.811872928693
605,39d8a5b6,2025-07-12T14:28:02.423042,triangulation,-6.104165772790045,106.9204116112876,-6.104785604668421,106.91702436717976,446.65553061062036,-41,3,medium,rainy,14,5,380.7978386213403
606,3bc2f991,2025-06-28T23:40:02.423046,cell_id,-6.262396871522037,106.71665720762779,-6.267900932231431,106.71332163947034,1213.9471521182697,-87,7,low,rainy,23,5,714.4929171553478
607,702ee682,2025-07-04T01:16:02.423051,wifi,-6.273564811846995,106.80559382460552,-6.273719595305924,106.80546966175056,48.01867841255109,-85,8,low,clear,1,4,22.012731116133555
608,7d968fca,2025-06-27T06:51:02.423055,cell_id,-6.087075245110196,106.86347706165147,-6.063247242501629,106.85460965679206,2936.124879309553,-69,1,low,cloudy,6,4,2825.1474720469173
609,80806568,2025-06-26T17:01:02.423060,wifi,-5.99751794832879,106.68380588238117,-5.997336204455854,106.6842064493319,49.10714000996502,-77,6,high,clear,17,3,48.68929418724559
610,72b40d92,2025-06-14T05:00:02.423065,triangulation,-6.239172861217308,106.98120878477373,-6.237304681956827,106.97998411762592,307.04649190503795,-43,8,medium,rainy,5,5,247.94708924947832
611,ab3ea393,2025-07-04T15:46:02.423071,gps,-5.95268509866518,106.97166256757673,-5.952623500705224,106.97160284970079,7.168889333914764,-52,6,low,rainy,15,4,9.514919666264246
612,9e8510de,2025-07-12T18:03:02.423076,gps,-6.018947966722885,106.67769548212122,-6.018954601112867,106.67766982216035,13.826788581414368,-71,5,medium,clear,18,5,2.931856611480838
613,b2d7a02d,2025-06-30T12:35:02.423082,triangulation,-5.9565813692965435,106.62867913563834,-5.959739611086304,106.63390642242378,656.3016385553635,-65,5,high,rainy,12,0,676.41437116992
614,6dd68095,2025-06-23T15:55:02.423087,wifi,-6.089487542024722,106.61831012043577,-6.0893323587434205,106.6177428285049,76.35921491654739,-39,5,high,cloudy,15,0,65.0543098314036
615,d11a46d9,2025-07-05T11:28:02.423093,gps,-5.904796315983599,106.90990942494534,-5.9047304696274345,106.90994466433885,7.79335677692206,-47,1,high,clear,11,5,8.294586249719336
616,a0571a41,2025-07-04T23:11:02.423098,triangulation,-6.360764112011272,106.74834073309562,-6.362417304065893,106.75129784021298,589.4108840418276,-89,5,low,cloudy,23,4,374.9457369117983
617,32d40c0b,2025-06-27T21:28:02.423103,triangulation,-6.200304028425073,106.78749022603478,-6.196044237907162,106.79196079327562,1630.9476601253486,-61,3,medium,clear,21,4,684.5383105211987
618,51d6c1c3,2025-06-30T17:49:02.423108,wifi,-6.041609459609294,106.77272114593869,-6.041748062639396,106.7727226939753,18.060850871694775,-62,8,high,cloudy,17,0,15.412904355158696
619,3fd8831f,2025-06-14T14:30:02.423112,wifi,-6.229923645459202,106.83937527104004,-6.230092938147513,106.83951473705001,25.28054407969583,-41,7,medium,cloudy,14,5,24.331553423903202
620,8324cc8a,2025-07-08T05:45:02.423117,cell_id,-5.942532000383988,106.91361892039494,-5.9629193053944025,106.90407054405422,4101.682403874304,-56,2,medium,rainy,5,1,2500.8555198077484
621,f898b7de,2025-07-07T22:02:02.423122,cell_id,-6.195594670743877,106.79434753246953,-6.181895376007521,106.78639870536777,2170.8193437509663,-39,6,low,rainy,22,0,1758.5688521650557
622,1a486bb2,2025-06-17T21:59:02.423126,triangulation,-6.052550157240072,106.6069878256065,-6.057723823387371,106.61216007276808,1015.5319076834986,-89,5,high,cloudy,21,1,811.1994644759975
623,8b1a5a06,2025-07-08T15:30:02.423131,gps,-5.9169754843104645,106.6791878752095,-5.917017107941949,106.67924891214264,10.421515250793131,-89,3,high,cloudy,15,1,8.185066587215294
624,5432eeb1,2025-06-16T10:46:02.423136,triangulation,-6.3242482940303155,106.8842894673288,-6.3346316534912175,106.87896773710773,1267.0160087017828,-68,5,low,cloudy,10,0,1295.746593676288
625,404e5ddd,2025-06-22T11:58:02.423142,cell_id,-6.0354430936260925,106.72202832363628,-6.041009325067846,106.73096979793978,1636.0507192680693,-71,8,low,rainy,11,6,1166.4778210981306
626,76bf8371,2025-06-29T10:13:02.423147,triangulation,-6.384201570616264,106.86624036684083,-6.384238577100178,106.86444795638512,267.94969997244857,-46,1,low,clear,10,6,198.11370265256542
627,54212eec,2025-06-18T06:57:02.423152,wifi,-6.280454660657285,106.64577753807184,-6.2807053241771555,106.64599448367804,59.10765203633338,-60,5,low,cloudy,6,2,36.76742721213109
628,4fb90fc3,2025-06-17T14:16:02.423156,wifi,-6.1182418221517745,106.98852614540334,-6.118111163577513,106.98780010816553,91.45576699250107,-60,7,low,rainy,14,1,81.57600869912422
629,cc12b6f2,2025-06-15T02:01:02.423161,triangulation,-5.92116172532132,106.98479836019908,-5.920245331730549,106.98507056689104,1106.3846667907803,-44,6,high,clear,2,6,106.25286391269782
630,f5c45459,2025-07-13T05:28:02.423166,gps,-6.071180577255951,106.6371924340134,-6.071286639241323,106.63711546334962,13.169478689198954,-59,6,medium,clear,5,6,14.543750355046487
631,c60c33f6,2025-06-15T13:11:02.423171,gps,-6.075670685433186,106.67380617582327,-6.07560480337809,106.673752639809,12.162921874048287,-37,7,medium,rainy,13,6,9.418441883695175
632,c4b5f78d,2025-06-28T12:08:02.423176,triangulation,-6.146171072977519,106.7236693309269,-6.150768276290049,106.72124295241711,777.6415581606407,-88,1,medium,clear,12,5,577.293973615814
633,dcd352b5,2025-07-04T23:42:02.423181,cell_id,-6.388051447352956,106.90444815110804,-6.419704645186694,106.89795189694361,3652.839224678065,-68,6,medium,clear,23,4,3592.1318439194383
634,8f3746e5,2025-06-23T10:47:02.423186,triangulation,-5.909153529487521,106.76500989580921,-5.907732986347175,106.75875460122563,1699.6301905009766,-69,3,low,clear,10,0,709.6643442766775
635,65e75a98,2025-07-06T07:25:02.423192,cell_id,-6.256961700170805,106.93079236129627,-6.2584165797533275,106.93271829699741,277.5955427333994,-79,1,high,cloudy,7,6,267.37312862308966
636,67ea14cd,2025-06-19T21:46:02.423197,gps,-5.953731038116857,106.79912890053915,-5.953711507823993,106.79916725827718,4.884160053962503,-47,6,low,cloudy,21,3,4.76573550222451
637,aea43fba,2025-06-17T08:06:02.423201,cell_id,-6.2052171196444075,106.74527067386673,-6.197873759253544,106.748852583049,2145.560106586592,-78,5,medium,cloudy,8,1,907.4847659628631
638,1eefeed9,2025-06-21T10:34:02.423206,cell_id,-6.255870066010333,106.63035140531993,-6.276320304040879,106.62053187819872,2284.3292633082538,-49,5,low,clear,10,5,2519.704200653015
639,aa370cf7,2025-06-23T04:54:02.423211,wifi,-6.121176489766106,106.90429394926227,-6.121116115039782,106.9041767326412,17.596839298894796,-30,3,low,clear,4,0,14.595205887194203
640,2d91d8c6,2025-07-05T23:54:02.423215,wifi,-6.046101719454731,106.71223389583288,-6.046322814515328,106.71195739993794,84.76058846119055,-69,4,low,clear,23,5,39.23224735344721
641,7a6c6a7c,2025-06-15T00:41:02.423221,wifi,-6.191347659468686,106.96553224376669,-6.1907696550467985,106.96523680020039,66.80891425461368,-59,7,high,clear,0,6,72.09349744695531
642,fb00de98,2025-06-26T08:55:02.423225,wifi,-6.2090522247612965,106.74000151090516,-6.20882197619933,106.74069101443504,78.42861371394311,-42,4,low,clear,8,3,80.40465140957463
643,ba9ab6b4,2025-07-01T08:01:02.423233,wifi,-6.319139035471227,106.66935761806825,-6.318798276947881,106.66928388297934,40.586076615294886,-48,4,high,rainy,8,1,38.75703478197277
644,e3af29d8,2025-06-21T23:35:02.423238,cell_id,-6.1609162452026,106.74147812892387,-6.166843986921795,106.7410104002889,1656.468021188694,-44,1,medium,clear,23,5,661.1599265454881
645,05182b4e,2025-07-06T14:54:02.423244,gps,-6.392471478854153,106.65520822164899,-6.392479439363492,106.65520085973925,3.370938535816291,-70,3,medium,rainy,14,6,1.2022201697328148
646,f41e1837,2025-07-13T02:25:02.423249,gps,-6.207162457930238,106.85500259113932,-6.207202498622694,106.85501924162216,6.30629115116678,-43,5,medium,clear,2,6,4.81777538862188
